,Product,Top_10_Similar_Products
1276,Сүү Гоё 190мл Кальциар баяжуулсан Шоколадтай Какаотой MNG,"['Кекс Kinder Delice 39гр сүүтэй шоколадтай Итали 021791 ITA', 'Шүүс Golden Plum 473мл долоогоны пет савлагаатай MNG', 'Жигнэмэг Lotte Binch 200гр шоколадаар бүрсэн KOR', 'Будаатай шөл Талын монгол 120гр борцтой луувантай гурвалжин будаатай MNG', 'Жүүс Mogu Mogu 320мл усан үзэм коконаттай пет THA', 'Чихэр Skittles wildberry 38гр исгэлэн жимсний амттай CHE', 'Гар арчдаг цаас Ариун 200 ширхэгтэй MNG', 'Чихэр зөөлөн Trolli Milkcow 200гр Сахаргүй Үнээний дүрстэй DEU', 'Нойтон салфетка Ариун 10ш MNG', 'Чихэр Skittles wildberry 95гр олон жимсний амттай шоколадтай CHE']"
1277,Хиам Онцгой 800гр чанамал Мах импекс MNG,"['Өргөст хэмх Urbanek 900гр даршилсан POL', 'Хиам Зочид 800гр чанамал MNG', 'Өргөст хэмх Hainich Даршилсан 720гр Шилтэй DEU', 'Майонез Улаанбаатар 500гр 70% тослог Транс тосгүй MNG', 'Хиам Дээж 600гр чанамал Мах Импекс MNG', 'Вандуй ногоон Novofruct 200гр нөөшилсөн SVK', 'Өргөст хэмх Bagro 900мл даршилсан MNG', 'Өргөст хэмх Urbanek 680гр даршилсан POL', 'Эрдэнэшиш Novofruct 150гр Нөөшилсөн чихэрлэг SVK', 'Өргөст хэмх Urbanek 900гр gratis POL']"
1278,Архи Finlandia classic 750мл alc 40% FIN,"['Аяга 20 ш Цаасан нэг удаагийн хэрэглээний зориулалттай', 'Самар газрын DAWN 125гр давс цангистай лаазтай', 'Цагаан архи Fashion Premium Party Collection 1л 4 дахин нэрсэн POL', ""Цагаан архи Int Smirnoff Red 0.75л World's №1 3нэрсэн 10дахин шүүсэн USA"", 'Шар тайлагч Zeira 100мл Элэгний үйл ажиллагааг дэмжих JPN', 'Бохь Dirol X-fresh 18гр тарвас жимсний амттай улбар шар RUS', 'Малгай Төрсөн өдрийн 10*20см Цаасан Олон өнгийн', 'Аяга 50 ш нэг удаагийн хэрэглээний зориулалттай цаасан', 'Бялуу Жимст  8инч амлаг амин дэмээр баялаг MNG', 'Нойтон салфетка Ариун 30ш MNG']"
1279,Өрмөнцөр Сладонеж 170гр гэрийн аргаар боловсруулсан кремтэй RUS,"['Чихэр зөөлөн Trolli Playmouse 100гр Сахаргүй Олон жимсний амттай DEU', 'Өрмөнцөр Wafe Up 30гр Milk Chocolate сүүтэй ууттай TUR', 'Шоколад Eti Adicto Milk wafer 50гр сүүтэй шоколад өрмөнцөртэй TUR', 'Жигнэмэг Parle Hide Seek Bourbon 100гр шоколадны хавчуургатай IND', 'Зайрмаг Мөрөөдлийн Эзэнгүй арал 120гр Цэвэр малын гаралтай MNG', 'Эрүүл мэндийн ундаа Bacchus energy original 250мл лаазтай KOR', 'Шоколад ETI Adicto 50гр хар шоколадтай өрмөнцөртэй ТUR', 'Ундаа Schweppes Soda Оргилуун 330мл илчлэггүй сахаргүй лаазтай HKO', 'Халуун шоколад MacChocolate 3:1 25гр*1ш  Найруулдаг Ууттай MYS', 'Хүүхдийн нухаш Novofruct  Сахаргүй 190 гр Алим SVK']"
1280,Өрмөнцөр Сладонеж 170гр гэрийн аргаар боловсруулсан шоколадтай RUS,"['Сурагчийн дэвтэр  Yes Top 765498 элемент 12 хуудастай UKR', 'Банш Талын Монгол хонины мах кальцитай 800гр MNG', 'Салат Газар шим Өег 600гр нөөшилсөн MNG', 'Ундаа Vibez кола 2л пет савалгаатай MNG', 'Ариун цэврийн цаас Өд 1ш Цэвэр модноос гарган авсан MNG', 'Жимсний Чанамал Амтлаг 280гр нэрс жимсний MNG', 'Ариун цэвэрийн хэрэглэл Harmony classic 8 ш өдрийн нимгэн', 'Арвайн гурил Халтар 400гр амин дэм, уураг, нүүрс ус ихээр агуулдаг MNG', 'Энергийн ундаа Genesis vender 450мл B-н төрлийн витаминт хар лааз RUS', 'Йогурт Ehrmann Эрмигурт 100гр 3.2% тослогтой Ойн жимст RUS']"
1281,Жигнэмэг Parle Hide and Seek 112гр ванильтай 022514 IND,"['Чихэр зөөлөн Fini WildStrawberries 90-100гр гүзээлзгэнэ жимсний амттай  ESP', 'Нүүрний хөвөн SEPTONA Daily Clean 80ш 100% хөвөн Уусдаггүй Дугуй GRC', 'Ус Maya 500мл электролит ус гүзээлзгэнэ жимстэй пет MNG', 'Ундаа Coca cola Хүслийн Sprite Оргилуун 500мл zero пет савлагаатай MNG', 'Пиво Асахи супер драй 350мл  Alc 5% лаазтай  JPN', 'Жүүс Punch 450мл Зөгийн бал лийрний амттай пет савлагаатай MNG', 'Жигнэмэг Славянка 126гр дээрээ шоколадтай ууттай RUS', 'Ундаа Тэрэлж Оргилуун 500мл Алтангагнуур Ганга өвс агуулсан пет MNG', 'Жигнэмэг Чоко пай Orion 360гр 30гр*12ш чокочип болон жүржтэй цэнхэр RUS', 'Энергийн ундаа Bacchus Carbinate 250мл Хүн орхоодой Зөгийн желлитэй KOR']"
1282,Өрмөнцөр Сладонеж 270гр RUS гэрийн аргаар боловсруулсан кремтэй RUS,"['Шоколадны крем Nusco Самартай бор крем 350 гр Шилтэй NLD', 'Молоко Главпродукт  270гр Сгущенка Юбилейная Шахдаг RUS', 'Нарийн боов Танзуур 900гр буудайн гурил, бал бурмаар амталсан Өгөөж MNG', 'Шоколадны крем Nusco Duo 700 гр Шилтэй NLD', 'Жимсний чанамал Амтлаг 100% байгалийн зэрлэг аньсаар хийсэн 650гр MNG', 'Нойтон салфетка Байгал Нялх үрс 80ш хүүхдийн MNG', 'Хиам Гранд салями 500гр Үхэр хонь гахайн мах өөх Шар буурцагийн уурагт MNG', 'Өндөг Баян С2 30ш сувилалын уургаар баялаг MNG', 'Шүдний оо Colgate 50мл Цоорлоос хамгаалах Цайруулах Сэнгэнэсэн амьсгал RUS', 'Кимчи Ээжийн 500гр савтай С амин дэмээр баялаг хоол боловсруулахад сайн MNG']"
1283,Нарийн боов Хошуу тариан 450гр Талх чихэр 021639,"['Зөгийн бал  Bihophar Imker honig 1000 гр Шилтэй DEU', 'Гоймон Талын монгол туузан борцтой 300гр Грийн импекс уургаар баялаг MNG', 'Жүүс БИО 77 500мл Аньс нэрсний өтгөрүүлсэн пет савлагаатай MNG', 'Амтлагч Лаврын навч Appetita 15гр хоолонд амт үнэр нэмнэ POL', 'Зөөхий Сайн 350гр 20% тослог Илчлэг чанар өндөртэй MNG', 'Еэвэн чавгатай 500гр эрүүл мэндийн гурилтай', 'Далайн байцаа амталсан Batsol 50гр MNG', 'Шар мөөг 180гр амталж даршилсан', 'Сонгино бөөрөнхий 1кг  К аминдэм эрдэс бодисын өндөр агууламжтай  MNG', 'Аяга угаагч порлон 5ширхэг цэвэрлэгээний ахуйн хэрэглээний']"
1284,Хэрчсэн гурил сонгинотой 500гр Их гандан уул MNG,"['Жигнэсэн мах Хүн Од 290гр үхрийн махтай нөөшилсөн MNG', 'Чихэр зөөлөн Fini WildStrawberries 90-100гр гүзээлзгэнэ жимсний амттай  ESP', 'Угаалгын нунтаг Persil 1.5кг Автомат машины Өнгөтэй хувцасны DEU', 'Аарцны ундаа Зөв 1000мл Кальциар баялаг Дархлаа дэмжинэ MNG', 'Зайрмаг Сонгодог 65гр Цэвэр сүүний Бөөрөлзгөнө жимстэй MNG', 'Зөөхий Сайн 350гр 15% тослогтой Малын гаралтай MNG', 'Гоймон Pasta ricco 400гр мушгиа шүгэл хэлбэртэй уургаар баялаг TUR', 'Бяслаг President 150гр Чееддер 40% тослогтой сендвич-д хэрэглэнэ RUS', 'Зайдас 415гр Хүн од MNG', 'Гарын шингэн саван Safeguard 360мл Бактерийн эсрэг ITA']"
1285,Ариун цэврийн цаас Kleenex Deco Soft 4ш 35м KOR,"['Бяслаг Hochland 150гр Хагас хатуу Хуудсан 8ш RUS', 'Майонез Mr.Ricco 220 гр Бөдөн шувууны өндөгтэй 67% тослог RUS', 'Загас Туна Dongwon 150гр Light standart нөөшилсөн KOR', 'Эрдэнэ шиш Vita 340гр чихэрлэг', 'Кимчи Мат 300гр байцааны сүүн хүчлийн бактери агуулсан KOR', 'Загас туна Ottogi 150гр лаазтай KOR', 'Майонез Ottogi Gold 300гр 78% тослогтой Өндөгний шар KOR', 'Майонез Mr.Ricco 400 гр Бөдөн шувууны өндөгтэй 67% тослог RUS', 'Дарсан мөөг нарийн цагаан 80гр нарийн цагаан Хималайн уулны ', 'Элдсэн гурил Элдэвтэй 12ш бэлэн шууд хэрэглэх MNG']"
1286,Жүүс Ани аньсны өтгөрүүлж чихэржүүлсэн 400мл шилтэй MNG,"['Загас Туна Dongwon 150гр Light standart нөөшилсөн KOR', 'Кимчи Ариранг шарсан 200гр сүүний хүчлийн бактеритай MNG', 'Кимчи Мат 300гр байцааны сүүн хүчлийн бактери агуулсан KOR', 'Бэлэн хоолSamyang spicy 120гр халуун ногоотой HALAL KOR', 'Бяслаг Hochland 200гр Боловсруулсан Хиамтай Түрхдэг RUS', 'Бантангийн гурил Талын Монгол 80гр борцтой овъёостой MNG', 'Соус Мангас 180гр Бүх төрлийн мах амтлахад тохиромжтой Халуун ногоотой MNG', 'Нойтон салфетка Rascal  Friends Хүүхдийн эмзэг арьсны 80 ш NZL', 'Зайдас 415гр Хүн од MNG', 'Далайн байцаа тахианы махтай амталсан 40гр KOR']"
1287,Нүүрний хөвөн SEPTONA Daily Clean 80ш 100% хөвөн Уусдаггүй Дугуй GRC,"['Молоко Главпродукт  270гр Сгущенка Юбилейная Шахдаг RUS', 'Шил арчигчийн шингэн Mazaalai 1.8л зуны автомашин болон шилэн эдлэл MNG', 'Жигнэмэг Чоко пай Orion 360гр 30гр*12ш чокочип болон жүржтэй цэнхэр RUS', 'Шүдний оо Himalaya  200гр Dental cream үрэвслийн эсрэг IND', 'Хүүхдийн нухаш Novofruct 100гр алим  лууван шахдаг  SVK', 'Кетчуп Ottogi 300гр Цэвэр улаан лоолийн кетчуп KOR', 'Варень G&G Erdbeer  450гр Гүзээлзгэнэтэй Шилтэй DEU', 'Өрмөнцөр Акульчев 50гр жимсний чанамалын хавчуургатай RUS', 'Аяга таваг угаагч Цэвэр аяга 500мл хужиртай MNG', 'Бохь Dirol 13.5гр олон жимсний амттай сахаргүй хүүхдийн улбар шар RUS']"
